Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Ecoregion_Name,Country_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency
2796,18.7220555555556,-68.4425,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,892.93,2.0,0.0313,54.889533
2797,18.987,-68.8049722222222,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,531.89,2.0,0.0347,57.479622
2798,18.9871388888889,-68.7976666666667,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,662.54,2.0,0.0348,57.479622
2799,18.9967222222222,-68.7948888888889,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1798.8,2.0,0.0347,57.479622
2800,18.9982777777778,-68.84525,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,245.43,2.0,0.0415,57.479622
2801,19.0003333333333,-69.0380555555556,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1372.08,0.0,0.200919494,56.050877
2802,19.00325,-69.0323333333333,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1892.97,0.0,0.200919494,56.050877
2803,19.0070555555556,-68.8404444444444,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1288.76,2.0,0.0468,55.919555
2804,19.0187777777778,-68.8980555555556,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,510.46,2.0,0.0665,55.919555
2805,19.0220277777778,-68.9799166666667,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,273.35,0.0,0.169780985,55.919555
2806,19.02425,-68.8888611111111,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1489.97,2.0,0.0665,55.919555
2807,19.0323611111111,-68.9228333333333,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,478.6,2.0,0.153484777,55.919555
2808,19.0464722222222,-69.04575,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,4766.39,2.0,0.153671369,56.050877
2809,19.0543611111111,-68.9615555555556,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,2708.99,2.0,0.071211539,55.919555
2810,19.0590833333333,-69.0808055555556,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,5985.89,0.0,0.153671369,56.050877
2811,19.1945555555556,-69.3288611111111,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,8.28,0.0,0.465767503,57.080932
2812,19.2972222222222,-69.1519444444445,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,161.61,2.0,0.036,63.266862
2813,19.34,-69.4988611111111,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1543.41,2.0,0.041303925,56.868079
2814,19.34025,-69.48,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1770.44,2.0,0.041303925,56.868079
2815,19.3857222222222,-69.4616388888889,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,6598.83,2.0,0.031,56.868079
2816,19.67,-69.9333333333333,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,518.06,2.0,0.029569024,61.133775
2817,19.7605,-70.5205833333333,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,95.45,2.0,0.0615,55.147585
2818,19.7704444444444,-70.5183055555556,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,128.53,2.0,0.0615,55.147585
2819,19.7754166666667,-70.6425,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,107.03,2.0,0.0399,55.147585
2820,19.7765833333333,-70.6478333333333,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,459.17,2.0,0.0399,55.147585
2821,19.785,-70.6453611111111,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1263.61,2.0,0.0399,55.147585
2822,19.8407222222222,-71.2128888888889,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,607.78,0.0,0.0629,51.28376
2823,19.8733055555556,-71.8181388888889,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,127.92,0.0,0.088989645,50.055378
2824,19.8760833333333,-71.3309722222222,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,3076.41,0.0,0.045,51.28376
2825,19.34,-69.48,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1736.32,2.0,0.041303925,56.868079
2826,19.34,-69.499,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1505.03,2.0,0.041303925,56.868079
2827,19.0,-69.04,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,1386.0,0.0,0.200919494,57.315941
2828,19.05,-68.96,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,2298.87,2.0,0.071211539,55.919555
2829,19.05,-69.05,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Dominican Republic,5402.26,2.0,0.153671369,56.050877
2830,-8.26855555555556,125.608666666667,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,398.39,0.0,0.0469,45.230869
2831,-8.23847222222222,125.6115,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,402.5,0.0,0.046,45.372695
2832,-8.23847222222222,125.612027777778,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,457.49,0.0,0.046,45.372695
2833,-8.23238888888889,125.612944444444,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,541.71,0.0,0.046,45.372695
2834,-8.22158333333333,125.619527777778,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,918.34,0.0,0.046,45.372695
2835,-8.14605555555556,125.642833333333,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,229.63,0.0,0.045,45.576496
2836,-8.47597222222222,125.883666666667,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,133.3,0.0,0.0,44.839067
2837,-8.20044444444444,125.630194444444,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,309.23,0.0,0.0489,45.372695
2838,-8.18630555555556,125.638138888889,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,478.73,0.0,0.0489,45.372695
2839,-8.17030555555555,125.644472222222,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,478.52,0.0,0.0489,45.372695
2840,-8.13675,125.642305555556,Pacific,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,East Timor,446.41,0.0,0.045,45.576496
2841,-1.2333,-90.4333,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,1622.29,0.0,0.0724,50.081
2842,-0.8167,-89.5333,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,145.33,2.0,0.0849,50.184081
2843,-0.7167,-89.2333,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,880.6,2.0,0.0596,50.205202
2844,0.2732,-91.6261,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,24509.1,2.0,0.0669,49.735123
2845,-0.2701,-91.0988,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,1950.98,0.0,0.0947,49.879906
2846,-1.2239,-90.5017,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,2775.36,2.0,0.0692,50.081
2847,-0.8947,-90.4097,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,13372.38,0.0,0.0699,50.070511
2848,0.5028,-90.4278,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,13453.56,2.0,0.0578,49.862539
2849,-1.3361,-89.6938,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,1077.67,0.0,0.0721,50.211913
2850,-0.7998,-90.1042,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,1834.21,0.0,0.072,50.093047
2851,-0.4907,-90.414,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,1506.18,0.0,0.105866976,50.025631
2852,-0.2779,-90.5162,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,2779.76,2.0,0.0722,49.971094
2853,-0.65,-90.3833,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,638.94,2.0,0.0913,50.044655
2854,-0.6419,-90.8325,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,3351.16,0.0,0.0816,49.984955
2855,-0.7488,-90.7676,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,1760.86,0.0,0.0765,49.992805
2856,-1.5,-80.81,Pacific,Tropical Eastern Pacific,"Colombia, Ecuador and Chile, Pacific coast",Ecuador,272.19,2.0,0.109163329,51.428903
2857,-1.47,-80.78,Pacific,Tropical Eastern Pacific,"Colombia, Ecuador and Chile, Pacific coast",Ecuador,1473.39,2.0,0.11921124,51.428908
2858,-1.28,-81.07,Pacific,Tropical Eastern Pacific,"Colombia, Ecuador and Chile, Pacific coast",Ecuador,190.85,2.0,0.167505324,51.400462
2859,-1.22,-90.39,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,1873.7,0.0,0.0693,50.109398
2860,-1.21,-90.47,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,2230.14,0.0,0.0691,50.081
2861,-1.21,-90.43,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,947.02,0.0,0.0724,50.081
2862,-0.8,-90.0,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,3718.75,0.0,0.0643,50.123149
2863,-1.59,-80.87,Pacific,Tropical Eastern Pacific,"Colombia, Ecuador and Chile, Pacific coast",Ecuador,215.04,2.0,0.111836584,51.428857
2864,-1.48,-80.8,Pacific,Tropical Eastern Pacific,"Colombia, Ecuador and Chile, Pacific coast",Ecuador,866.92,2.0,0.109163329,51.428908
2865,-1.2333,-90.3833,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,370.75,0.0,0.0693,50.109398
2866,-1.2167,-90.3,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,6892.72,0.0,0.0623,50.109398
2867,-0.75,-90.3,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,514.88,0.0,0.0733,50.063214
2868,-0.56,-90.17,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,911.78,2.0,0.064679429,50.033297
2869,-0.5,-90.2,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,4532.46,2.0,0.0673,50.033297
2870,0.4,-90.4,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,5947.88,2.0,0.0584,49.918595
2871,0.77,-90.4,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,42950.96,2.0,0.055198997,49.859417
2872,-1.49,-80.79,Pacific,Tropical Eastern Pacific,"Colombia, Ecuador and Chile, Pacific coast",Ecuador,268.92,2.0,0.122238086,51.428908
2873,-1.35,-89.7,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,527.87,0.0,0.0721,50.211913
2874,-0.7417,-90.305,Pacific,Tropical Eastern Pacific,Galapagos Islands,Ecuador,347.54,0.0,0.0,50.052134
2875,24.9358611111111,34.958,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,285.6,1.0,0.0392,47.581573
2876,24.9531111111111,34.9411111111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,69.9,0.0,0.0,47.581573
2877,24.9531111111111,34.9427777777778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,209.05,1.0,0.0395,47.581573
2878,24.9643055555556,34.9361388888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,238.68,0.0,0.0395,47.581573
2879,24.9694444444444,34.9420555555556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,349.45,1.0,0.0387,47.581573
2880,24.9832777777778,34.937,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,176.73,1.0,0.0,47.581573
2881,24.9960555555556,34.9463888888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,156.69,1.0,0.0,47.581573
2882,25.0139722222222,34.92575,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,115.73,0.0,0.0,47.590808
2883,25.1675,34.8341666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,173.91,0.0,0.0,47.622767
2884,25.245,34.7944444444444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,181.85,0.0,0.0,47.622767
2885,25.3444444444444,34.7372222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,205.56,0.0,0.0383,47.654428
2886,25.4158333333333,34.69,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,178.24,0.0,0.0,47.654428
2887,26.1560833333333,34.2465,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,66.01,0.0,0.0362,47.755178
2888,26.1574166666667,34.24625,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,66.01,0.0,0.0362,47.755178
2889,26.1574722222222,34.2489166666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,267.84,1.0,0.0362,47.755178
2890,26.1613888888889,34.2467222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,218.34,1.0,0.036,47.755178
2891,26.6555555555556,34.0416666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,5565.5,0.0,0.0,47.817462
2892,26.6638888888889,34.0625,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,7856.55,1.0,0.0,47.817462
2893,26.7111111111111,34.0972222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,9808.28,1.0,0.0,47.807713
2894,26.7875,33.9861111111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1833.39,0.0,0.0,47.831874
2895,26.7944444444444,33.9916666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2744.23,1.0,0.0,47.831874
2896,26.7957777777778,33.9915555555556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2612.37,1.0,0.0,47.831874
2897,26.8083333333333,33.9972222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2025.68,1.0,0.0,47.831874
2898,26.8086666666667,33.9957222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1873.97,0.0,0.0489,47.831874
2899,26.8312222222222,33.9861388888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,585.81,0.0,0.0,47.831874
2900,26.8416666666667,33.9986111111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,79.66,0.0,0.0,47.840499
2901,26.8444444444444,34.0013888888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,161.84,0.0,0.0,47.840499
2902,27.0121944444444,33.9239166666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1454.39,0.0,0.0,47.854839
2903,27.0123333333333,33.9238611111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1455.45,0.0,0.0365,47.854839
2904,27.0409166666667,33.9068333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,372.73,0.0,0.0,47.854839
2905,27.0833333333333,33.9166666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2852.83,1.0,0.0,47.854839
2906,27.1166666666667,33.8416666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1170.45,0.0,0.0,47.860563
2907,27.1333333333333,33.8833333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2827.35,0.0,0.0,47.860563
2908,27.15,33.9,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2935.06,0.0,0.0,47.860563
2909,27.1666666666667,33.95,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1574.69,0.0,0.0,47.869134
2910,27.2083333333333,33.9583333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1021.0,0.0,0.0,47.869134
2911,27.2375,33.9291666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,86.59,1.0,0.0,47.869134
2912,27.2583333333333,33.9166666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,40.09,1.0,0.0,47.87484
2913,27.2958333333333,33.8316666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,40.09,1.0,0.047,47.889979
2914,27.3,33.95,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,5078.18,1.0,0.0,47.87484
2915,27.3166666666667,33.8666666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,5783.04,1.0,0.0,47.87484
2916,27.7216666666667,34.25,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,229.67,1.0,0.0,47.881851
2917,27.7243611111111,34.2582222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,359.76,1.0,0.0,47.881851
2918,27.7451666666667,34.2563611111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,153.79,1.0,0.0,47.881851
2919,27.7666666666667,34.2566666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,155.27,1.0,0.0,47.890439
2920,27.8481111111111,34.3084444444444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,141.14,0.0,0.0,47.896155
2921,27.85,34.3033333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,248.71,0.0,0.0,47.896155
2922,27.85,34.31,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,228.13,0.0,0.0,47.896155
2923,27.8666666666667,34.3233333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,48.18,1.0,0.0,47.896155
2924,27.8826111111111,34.3255555555556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,57.04,1.0,0.0,47.896155
2925,27.8883333333333,34.3266666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,20.49,1.0,0.0,47.896155
2926,27.8916666666667,34.3416666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1299.02,1.0,0.0,47.896155
2927,27.9116666666667,34.35,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,198.01,1.0,0.0,47.896155
2928,27.9129722222222,34.3510555555556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,186.53,0.0,0.0,47.896155
2929,27.9133333333333,34.3083333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,157.63,0.0,0.0,47.896155
2930,27.9133333333333,34.355,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,352.13,0.0,0.0,47.896155
2931,27.9149722222222,34.3597777777778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,50.76,0.0,0.0413,47.896155
2932,27.9152777777778,34.3530555555556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,71.15,0.0,0.0,47.896155
2933,27.9170555555556,34.3676944444444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,44.8,1.0,0.0,47.904715
2934,27.945,34.3866666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,203.49,0.0,0.0,47.904715
2935,27.9466666666667,34.385,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,13.22,0.0,0.0,47.904715
2936,27.9566666666667,34.4,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,205.23,0.0,0.0,47.904715
2937,27.9566666666667,34.45,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2976.92,0.0,0.0,47.904715
2938,27.9631111111111,34.4176111111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,141.73,0.0,0.0,47.904715
2939,27.9666666666667,34.4166666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,104.27,0.0,0.0,47.904715
2940,27.97,34.4133333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,133.27,0.0,0.0,47.904715
2941,27.9733333333333,34.425,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,179.06,0.0,0.0,47.904715
2942,27.9838888888889,34.45,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1755.34,0.0,0.0,47.904715
2943,27.9851111111111,34.4538888888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2166.23,0.0,0.0,47.904715
2944,27.9866666666667,34.45,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,1694.54,0.0,0.0,47.904715
2945,27.99,34.4583333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2394.48,0.0,0.0,47.904715
2946,28.0059444444444,34.4722777777778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2295.91,0.0,0.062,47.913259
2947,28.0083333333333,34.4733333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2277.82,0.0,0.0,47.913259
2948,28.35,34.4416666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,782.22,0.0,0.0,47.938794
2949,28.3535277777778,34.4332222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,36.77,0.0,0.0424,47.938794
2950,28.4378888888889,34.4592222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,45.54,0.0,0.0368,47.944448
2951,28.4988333333333,34.5204722222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,19.16,0.0,0.039480884,47.92986
2952,28.5085833333333,34.5221944444444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,309.09,0.0,0.0,47.938383
2953,28.5528055555556,34.5188888888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,58.4,0.0,0.035301361,47.938383
2954,29.0180555555556,34.6833333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,215.89,0.0,0.0,47.980755
2955,29.1055555555556,34.6833333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,635.2,0.0,0.0,47.98918
2956,29.35,34.75,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,155.15,0.0,0.0,47.997486
2957,29.4625,34.8583333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,85.74,0.0,0.0,48.003101
2958,24.2156388888889,35.4309444444444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,441.74,0.0,0.036,47.475571
2959,24.2162777777778,35.4328333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,658.44,2.0,0.036,47.475571
2960,24.7547777777778,35.06525,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,633.78,0.0,0.0353,47.566146
2961,24.9272222222222,34.9647222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,190.68,2.0,0.0361,47.581573
2962,24.9286111111111,34.9634722222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,170.81,2.0,0.0361,47.581573
2963,24.9417222222222,34.9483333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,146.79,2.0,0.0388,47.581573
2964,24.9433333333333,34.9833333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2742.15,0.0,0.0361,47.581573
2965,24.9435,34.9856388888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,2927.56,2.0,0.0361,47.581573
2966,24.9628333333333,34.9415833333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,513.16,2.0,0.0395,47.581573
2967,24.9653888888889,34.936,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,206.89,0.0,0.0395,47.581573
2968,24.9661111111111,34.9356111111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,313.38,2.0,0.0395,47.581573
2969,24.9675,34.9415833333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,292.5,0.0,0.0387,47.581573
2970,24.9769444444444,34.9459444444444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,155.77,0.0,0.0384,47.581573
2971,24.9833611111111,34.9489166666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,158.24,2.0,0.0379,47.581573
2972,24.9853611111111,34.9961666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,4940.17,1.0,0.0505,47.581573
2973,25.0136111111111,35.9266666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,86014.44,2.0,0.0308,47.523491
2974,25.0138611111111,34.9267777777778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,81.49,2.0,0.0395,47.590808
2975,25.15,35.85,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,87712.94,2.0,0.0307,47.532961
2976,25.1563333333333,34.8532777777778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,104.91,0.0,0.0361,47.616672
2977,25.1576388888889,34.8553333333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,152.63,2.0,0.0361,47.616672
2978,25.1740833333333,34.8421388888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,96.19,0.0,0.0552,47.622767
2979,25.2064444444444,34.8097777777778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,84.84,0.0,0.055456206,47.622767
2980,25.2083333333333,34.8129166666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,105.23,2.0,0.039642259,47.622767
2981,25.23725,34.8001388888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,348.38,2.0,0.039642259,47.622767
2982,25.2439722222222,34.7986111111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,357.56,2.0,0.039642259,47.622767
2983,25.2456944444444,34.7982777777778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,264.42,2.0,0.039642259,47.622767
2984,25.2465,34.798,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,200.56,2.0,0.039642259,47.622767
2985,25.3054166666667,34.8623611111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,8906.13,2.0,0.0349,47.631895
2986,25.3342222222222,34.7445833333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,165.55,2.0,0.0379,47.654428
2987,25.3918055555556,34.7023888888889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,121.61,2.0,0.0369,47.654428
2988,25.4180555555556,34.6941666666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,138.43,0.0,0.0416,47.663468
2989,25.8707222222222,34.4237222222222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,449.01,2.0,0.0381,47.718544
2990,26.15625,34.2465833333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,53.31,0.0,0.0362,47.755178
2991,26.1572777777778,34.2460833333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,97.95,0.0,0.0362,47.755178
2992,26.5086111111111,34.0726111111111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,218.19,2.0,0.037847739,47.808794
