Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Ecoregion_Name,Country_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency
1,-14.28,-170.715,Pacific,Eastern Indo-Pacific,"Samoa, Tuvalu and Tonga",United States,105.68,0.0,0.0245,52.544
2,-14.33,-170.5,Pacific,Eastern Indo-Pacific,"Samoa, Tuvalu and Tonga",United States,6923.2,2.0,0.0251,54.151228
3,18.2483888888889,-63.0511388888889,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Anguilla,135.51,2.0,0.0,86.047967
4,-19.1483333333333,146.870277777778,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,123.51,1.0,0.181850131,43.390537
5,-19.1237777777778,146.8785,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,20.92,1.0,0.0,43.390537
6,-19.1226944444444,146.881361111111,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,216.38,1.0,0.138398916,43.390537
7,-19.1218888888889,146.880833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,126.24,1.0,0.138398916,43.390537
8,-18.9560555555556,146.95625,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,19577.87,2.0,0.0599,43.97101
9,-18.7979166666667,147.520638888889,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,57425.12,0.0,0.0484,48.941122
10,-18.7974444444444,147.519972222222,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,57467.04,0.0,0.0484,48.941122
11,-18.7960277777778,147.521333333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,57656.01,0.0,0.0484,48.941122
12,-18.7949166666667,147.521166666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,57761.46,0.0,0.0484,48.941122
13,-18.734,146.573805555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,366.82,0.0,0.0,48.953018
14,-18.6871666666667,147.096833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,43199.05,0.0,0.0546,43.305195
15,-18.6755555555556,147.109166666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,44725.38,1.0,0.0,43.305195
16,-18.6689444444444,146.507027777778,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,528.77,0.0,0.0681,48.953018
17,-18.6566666666667,147.025,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36722.62,1.0,0.0,43.066698
18,-18.5736111111111,146.494444444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,222.14,2.0,0.0,44.500576
19,-18.4416666666667,146.991666666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,45946.54,0.0,0.0,42.000522
20,17.1964166666667,-61.8315,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Antigua and Barbuda,2577.74,2.0,0.0,54.009662
21,17.1684166666667,-61.8183333333333,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Antigua and Barbuda,40.13,0.0,0.0708,54.009662
22,17.7352777777778,-61.8522222222222,Atlantic,Tropical Atlantic,"Hispaniola, Puerto Rico and Lesser Antilles",Antigua and Barbuda,818.9,2.0,0.0758,61.839162
23,12.42,-69.88,Atlantic,Tropical Atlantic,Netherlands Antilles and south Caribbean,Netherlands Antilles,474.34,1.0,0.0437,54.423963
24,-12.169,122.833,Indian,Central Indo-Pacific,"Ashmore Reef, north-west Australia",Australia,16693.67,2.0,0.0387,39.579339
25,-21.9094444444444,113.965277777778,Indian,Central Indo-Pacific,Ningaloo Reef and coastal north-west Australia,Australia,1082.61,0.0,0.0,53.754016
26,-21.8622222222222,114.173055555556,Indian,Central Indo-Pacific,Ningaloo Reef and coastal north-west Australia,Australia,1817.27,0.0,0.0,54.374639
27,-23.447,151.91,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,491.72,0.0,0.0707,51.46057
28,-21.8583333333333,114.166944444444,Indian,Central Indo-Pacific,Ningaloo Reef and coastal north-west Australia,Australia,1156.58,0.0,0.0,54.374639
29,-23.4439,151.9286,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,989.12,0.0,0.0731,51.5742
30,-11.22,132.23,Pacific,Central Indo-Pacific,"Darwin, north Australia",Australia,339.66,0.0,0.163324207,32.227174
31,-20.8998333333333,149.407722222222,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,26.88,0.0,0.0791,43.058003
32,-20.8930555555556,149.421,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,840.6,1.0,0.0697,43.058003
33,-19.4667,149.2167,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,71022.15,1.0,0.072142169,47.358827
34,-15.99,145.82,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38066.42,0.0,0.0781,48.79868
35,-15.99,145.83,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39091.29,0.0,0.0781,48.79868
36,-20.7458055555556,149.472055555556,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,247.29,2.0,0.0617,39.061593
37,-20.7376944444444,149.464944444444,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,211.24,0.0,0.0617,39.061593
38,-20.2593611111111,148.814583333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,19.02,0.0,0.0966,45.326913
39,-20.2525555555556,148.812916666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,22.86,0.0,0.0966,45.326913
40,-20.2504444444444,148.814388888889,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46.06,0.0,0.0966,45.326913
41,-20.0675,148.890277777778,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,629.75,0.0,0.0,47.439393
42,-20.0658055555556,148.948111111111,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,49.79,0.0,0.0607,46.878584
43,-20.0461666666667,148.8785,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,356.61,0.0,0.0557,47.439393
44,-20.0428888888889,148.880138888889,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,227.44,0.0,0.0,47.439393
45,-20.039,148.875833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,0.0,0.0584,47.439393
46,-28.7001,153.6209,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,663.33,2.0,0.111573259,45.799049
47,-20.2596,148.8417,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,122.47,0.0,0.0919,45.326913
48,-19.8177777777778,149.065805555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29008.14,0.0,0.0813,48.098583
49,-19.8131111111111,149.065722222222,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29487.39,0.0,0.0813,48.098583
50,-19.8075555555556,149.062722222222,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29934.17,0.0,0.0813,48.098583
51,-19.7466666666667,149.18,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,41586.65,0.0,0.0,48.270531
52,-19.7457777777778,149.165944444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,41586.65,0.0,0.0891,48.368265
53,-19.7455555555556,149.165833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,40871.05,0.0,0.0891,48.368265
54,-19.1983333333333,146.815166666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2795.93,0.0,0.219672471,43.515561
55,-19.1980555555556,146.815,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2865.08,0.0,0.219672471,43.515561
56,-19.1706666666667,146.8485,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,145.07,2.0,0.217288449,43.515561
57,-19.1694444444444,146.847222222222,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,220.26,2.0,0.217288449,43.515561
58,-18.7691,146.6305,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,597.47,0.0,0.0797,35.208547
59,-19.1691666666667,146.846944444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,224.53,2.0,0.217288449,43.515561
60,-19.1543055555556,146.866055555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,350.3,0.0,0.194191484,43.390537
61,-19.1541666666667,146.865833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,326.99,0.0,0.194191484,43.390537
62,-19.16,146.85,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,522.28,0.0,0.20273164,43.390537
63,-18.7502,147.2688,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,54758.06,0.0,0.0458,44.198306
64,-17.8847,146.5938,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,44941.03,0.0,0.0974,37.932833
65,-17.2661,146.3636,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,34053.35,0.0,0.0755,46.351898
66,-16.7601,147.7259,Pacific,Central Indo-Pacific,Coral Sea,Australia,189086.68,0.0,0.0441,50.144015
67,-19.5236,149.3781,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,73851.0,2.0,0.0637,48.211
68,-20.4182,149.0172,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,148.81,0.0,0.108397141,37.262303
69,-17.2037222222222,146.075305555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,183.24,0.0,0.0,42.25032
70,-20.3937,149.0258,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46.2,0.0,0.105239943,41.316289
71,-20.3508,150.0691,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,65030.25,0.0,0.0773,49.315597
72,-17.0,149.1,Pacific,Central Indo-Pacific,Coral Sea,Australia,3823.85,0.0,0.0,60.451554
73,-20.3503,150.0971,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,67195.55,0.0,0.0788,49.315597
74,-20.3446,148.9627,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,280.62,0.0,0.100638874,41.316289
75,-20.3391,148.9346,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,32.28,0.0,0.124600001,41.316289
76,-16.942,145.999166666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,377.37,1.0,0.0,44.241176
77,-20.2613,148.8146,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,56.06,0.0,0.0966,45.326913
78,-20.2484,148.8318,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,78.1,0.0,0.0834,46.198221
79,-16.9348333333333,145.982833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,26.82,0.0,0.0,44.241176
80,-20.2179,148.8087,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,126.25,0.0,0.0834,46.198221
81,-20.193,150.082,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,131474.73,0.0,0.0743,48.000414
82,-16.93225,145.986527777778,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,20.86,0.0,0.0734,44.241176
83,-20.1911,148.9802,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,18.01,0.0,0.0669,45.50627
84,-20.1572,148.9317,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,329.05,0.0,0.0686,46.128367
85,-20.1559,149.0719,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,15.37,0.0,0.0627,46.128367
86,-20.1505,148.6077,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,206.91,0.0,0.0969,46.800247
87,-16.8725,146.204444444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,0.0,0.0526,36.004244
88,-16.8725,146.204666666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21786.38,0.0,0.0526,36.004244
89,-16.8508333333333,146.238055555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,25875.34,0.0,0.0,36.004244
90,-16.8479166666667,146.227055555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,24865.62,0.0,0.0637,36.004244
91,-24.925,152.5015,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,1011.85,2.0,0.124715321,42.840269
92,-20.7693,151.0437,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,103028.51,0.0,0.17579633,86.91375
93,-18.5253,147.1444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,53665.54,0.0,0.0712,42.483831
94,-16.7078,146.0142,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,19735.57,0.0,0.07264398,50.527136
95,-18.6587,146.4852,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,417.08,0.0,0.0832,46.28851
96,-16.796,146.179666666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21972.27,0.0,0.0,44.395773
97,-16.7318333333333,146.266333333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,34744.49,0.0,0.0,48.101199
98,-16.6772666666667,145.962,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21156.12,0.0,0.0,50.527136
99,-17.5,147.0,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,92070.85,2.0,0.0283,37.426597
100,-16.6714833333333,145.947866666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21548.91,0.0,0.0,50.527136
101,-16.6586666666667,146.001777777778,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,24218.55,0.0,0.0,60.13269
102,-16.605,145.97,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29195.76,0.0,0.0,60.13269
103,-16.5666666666667,145.983333333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,33605.64,0.0,0.0514,71.87868
104,-16.5191666666667,146.005555555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39227.48,0.0,0.068,71.87868
105,-16.5125,146.001111111111,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39847.16,0.0,0.068,71.87868
106,-16.4641388888889,145.981,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,42494.08,0.0,0.0,60.006281
107,-16.4613888888889,145.983333333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,42876.93,0.0,0.0546,60.006281
108,-16.4613888888889,145.995166666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,43816.51,2.0,0.0546,60.006281
109,-16.4580555555556,145.9825,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,43068.87,2.0,0.0622,60.006281
110,-16.4212222222222,145.995277777778,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46896.02,0.0,0.0,60.006281
111,-16.4208333333333,145.995694444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,0.0,0.0622,60.006281
112,-16.3835,145.560555555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36.55,0.0,0.0,63.919
113,-16.3831666666667,145.562666666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,227.64,0.0,0.0758,63.919
114,-16.3827777777778,145.564166666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,339.12,0.0,0.0,63.919
115,-16.3827777777778,145.565694444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,229.26,0.0,0.0,63.919
116,-16.3771666666667,145.558,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,0.0,0.0758,63.919
117,-16.3769444444444,145.557777777778,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,766.95,0.0,0.0,63.919
118,-12.317,136.933,Pacific,Central Indo-Pacific,"Arnhem Land, north Australia",Australia,89.84,0.0,0.183299989,43.559057
119,-16.25,145.833333333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,31869.41,1.0,0.0542,52.461996
120,-16.2455277777778,145.846861111111,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,33397.02,1.0,0.0,50.97347
121,-19.15,146.85,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,275.04,0.0,0.191864472,43.390537
122,-16.2419444444444,145.861944444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,34986.69,0.0,0.0695,50.97347
123,-16.2416666666667,145.864,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35199.4,0.0,0.0695,50.97347
124,-16.2416666666667,145.867333333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35515.56,0.0,0.0,50.97347
125,-16.2394444444444,145.869722222222,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35854.7,0.0,0.0,50.97347
126,-16.2308611111111,145.867555555556,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36098.44,0.0,0.0695,50.97347
127,-16.0480555555556,145.8325,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38287.32,1.0,0.0,49.35354
128,-16.0155555555556,145.790833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,34372.19,0.0,0.0,49.35354
129,-16.0,145.966666666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,53198.14,2.0,0.0298,50.40026
130,-15.9829722222222,145.822388888889,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38506.76,0.0,0.0781,48.79868
131,-15.9828888888889,145.822361111111,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38514.12,0.0,0.0781,48.79868
132,-15.9675833333333,145.819583333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38716.72,0.0,0.0781,48.79868
133,-23.32,151.98,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,2092.14,2.0,0.0731,51.921124
134,-15.5277777777778,145.777444444444,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,48601.45,0.0,0.0,46.653922
135,-15.5141666666667,145.778833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,49036.67,0.0,0.0,46.653922
136,-15.5128055555556,145.777416666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,48877.66,0.0,0.0,46.653922
137,-15.3983611111111,145.770388888889,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,51699.9,2.0,0.0,45.471813
138,-15.3968055555556,145.763222222222,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,51040.61,0.0,0.0,45.471813
139,-15.2588611111111,145.824388888889,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,50202.47,2.0,0.0,45.437512
140,-14.917,145.689666666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36575.44,0.0,0.0949,48.773928
141,-14.9155555555556,145.690833333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36715.93,0.0,0.0539,50.20906
142,-18.47,146.88,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36060.64,2.0,0.0534,42.000522
143,-14.6577777777778,145.641388888889,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,17705.32,0.0,0.0,54.416242
144,-14.6275277777778,145.688333333333,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,23168.42,2.0,0.0,54.416242
145,-14.5768611111111,145.653166666667,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21417.65,2.0,0.0,56.38922
146,-13.9245555555556,136.832222222222,Pacific,Central Indo-Pacific,"Arnhem Land, north Australia",Australia,1701.05,0.0,0.0,39.167102
147,-13.8883333333333,146.556333333333,Pacific,Central Indo-Pacific,Coral Sea,Australia,144745.51,2.0,0.0506,72.545055
148,-13.8872222222222,146.557222222222,Pacific,Central Indo-Pacific,Coral Sea,Australia,144876.51,2.0,0.0506,72.545055
149,-13.8123333333333,146.546,Pacific,Central Indo-Pacific,Coral Sea,Australia,149001.83,2.0,0.0,69.55575
150,-13.8015277777778,146.546111111111,Pacific,Central Indo-Pacific,Coral Sea,Australia,149777.99,2.0,0.0644,69.55575
151,-13.8012222222222,146.557027777778,Pacific,Central Indo-Pacific,Coral Sea,Australia,150705.93,2.0,0.0644,69.55575
152,-13.8006944444444,146.523527777778,Pacific,Central Indo-Pacific,Coral Sea,Australia,147958.43,2.0,0.0,69.55575
153,-20.16,149.03,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,460.77,0.0,0.067465529,46.128367
154,-20.15,149.07,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,677.29,1.0,0.0627,46.128367
155,-23.49,152.09,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,1806.04,2.0,0.0539,51.5742
156,-12.19875,96.8313055555555,Indian,Central Indo-Pacific,"Cocos Keeling Atolls, Indian Ocean",Australia,450.5,2.0,0.0322,44.0661
157,-21.87,152.19,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,97365.67,0.0,0.0531,57.751327
158,-12.165,96.8163333333333,Indian,Central Indo-Pacific,"Cocos Keeling Atolls, Indian Ocean",Australia,540.33,2.0,0.0314,43.229822
159,-12.1483333333333,96.9166666666667,Indian,Central Indo-Pacific,"Cocos Keeling Atolls, Indian Ocean",Australia,87.17,0.0,0.0,43.467119
160,-12.1068888888889,96.8708611111111,Indian,Central Indo-Pacific,"Cocos Keeling Atolls, Indian Ocean",Australia,1894.25,0.0,0.067100003,43.467119
161,-12.1026666666667,96.8911666666667,Indian,Central Indo-Pacific,"Cocos Keeling Atolls, Indian Ocean",Australia,535.09,2.0,0.0321,43.467119
162,-12.0966666666667,96.844,Indian,Central Indo-Pacific,"Cocos Keeling Atolls, Indian Ocean",Australia,1575.32,0.0,0.067100003,43.467119
163,-28.7161111111111,113.79,Indian,Temperate Australasia,"Houtman Abrolhos Islands, west Australia",Australia,219.56,0.0,0.0,45.726797
164,-22.0,152.67,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,148186.12,2.0,0.079,73.072385
165,-28.7019444444444,113.78,Indian,Temperate Australasia,"Houtman Abrolhos Islands, west Australia",Australia,761.82,0.0,0.0,45.726797
166,-28.1625277777778,153.531111111111,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,407.22,2.0,0.0935,44.556872
167,-28.1091666666667,153.475833333333,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,730.91,2.0,0.10638763,44.556872
168,-28.0411388888889,153.453638888889,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,1489.72,2.0,0.0,44.096365
169,-27.9866944444444,153.433388888889,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,271.59,2.0,0.124922976,43.349104
170,-27.9397222222222,153.420833333333,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,81.03,0.0,0.120214984,43.349104
171,-27.9368888888889,153.425611111111,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,7.56,0.0,0.120214984,43.349104
172,-21.98,152.48,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,128459.01,0.0,0.0736,57.619652
173,-27.82,153.433055555556,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,488.19,2.0,0.136195749,44.735773
174,-27.5688888888889,153.351944444444,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,1326.59,0.0,0.255966038,47.796526
175,-27.5176944444444,153.384611111111,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,68.75,0.0,0.251013786,47.796526
176,-27.5165555555556,153.382861111111,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,77.72,0.0,0.251013786,47.796526
177,-19.3876,146.7176,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,204.28,0.0,0.2505567,44.219393
178,-18.6236,147.0549,Pacific,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,40708.2,0.0,0.0496,43.066698
179,-27.5021944444444,153.370694444444,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,99.92,0.0,0.249276325,47.796526
180,-27.5,153.37525,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,134.56,0.0,0.278683335,47.796526
181,-27.4720277777778,153.409944444444,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,380.57,0.0,0.278683335,47.920939
182,-27.4701388888889,153.349111111111,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,2009.22,0.0,0.241232336,47.920939
183,-23.7542,151.3343,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,482.67,2.0,0.104732394,51.022031
184,-23.4493,151.9657,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,4817.98,0.0,0.0688,51.5742
185,-21.5738,152.0083,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,82701.58,0.0,0.0494,85.664857
186,-27.4245555555556,153.227833333333,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,280.94,0.0,0.324574828,48.413381
187,-21.5542,152.5446,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,136927.82,0.0,0.0608,57.438594
188,-27.4190833333333,153.241611111111,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,586.28,0.0,0.324574828,48.413381
189,-21.4638,152.5207,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,212514.85,2.0,0.0709,57.174437
190,-27.4186111111111,153.235,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,234.71,0.0,0.0,48.413381
191,-21.3856,152.503,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,215583.4,2.0,0.0574,56.578568
192,-27.4182222222222,153.235027777778,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,281.42,0.0,0.324574828,48.413381
193,-21.3573,152.5201,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,218784.9,2.0,0.0658,56.578568
194,-27.4143055555556,153.526111111111,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,1283.4,2.0,0.065329336,47.26594
195,-21.2295,152.5037,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,225582.28,0.0,0.0616,56.511328
196,-21.2015,152.0985,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,195759.73,2.0,0.0519,59.293313
197,-21.1777,152.5174,Pacific,Central Indo-Pacific,"Pompey and Swain Reefs, south-east Great Barrier Reef",Australia,230192.64,0.0,0.0671,56.511328
198,-27.4141944444444,153.526388888889,Pacific,Temperate Australasia,"Moreton Bay, eastern Australia",Australia,1268.45,2.0,0.065329336,47.26594
